[INFO ] [2022-03-02 19:01:27,383] User_01_Register - Step 01: Open register page
[INFO ] [2022-03-03 16:19:18,760] User_01_Register - Step 13: Click Login button
[INFO ] [2022-03-03 16:19:19,810] User_01_Register - Step 14: Vefify Login Success
[INFO ] [2022-03-03 16:19:19,911]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-03 16:19:19,911] User_01_Register - Step 15: Open MyAccount Page
[INFO ] [2022-03-03 16:19:20,654] User_01_Register - Step 16: Verify CustomerInfor Displayed
[INFO ] [2022-03-03 16:19:20,755]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-03-03 16:19:20,763] User_02_Register - Step 01: Open Address Page
[INFO ] [2022-03-03 16:19:21,443] User_02_Register - Step 02: Open MyProductReview Page
[INFO ] [2022-03-03 16:19:22,182] User_02_Register - Step 03: Open RewardPoint Page
[INFO ] [2022-03-03 16:19:22,944] User_02_Register - Step 04: Open Address Page
[INFO ] [2022-03-03 16:19:23,540] User_02_Register - Step 05: Open RewardPoint Page
[INFO ] [2022-03-03 16:19:24,148] User_02_Register - Step 06: Open MyProductReview Page
[INFO ] [2022-03-03 16:19:24,734] Post-Condition - Close Browser
[INFO ] [2022-03-03 16:31:55,228] User_01_Register - Step 01: Open register page
[INFO ] [2022-03-03 16:31:56,020] User_01_Register - Step 02: Input firstName Textbox
[INFO ] [2022-03-03 16:31:56,270] User_01_Register - Step 03: Input lastName Textbox
[INFO ] [2022-03-03 16:31:56,482] User_01_Register - Step 04: Input Email Textboxfc1267853928@gmail.com
[INFO ] [2022-03-03 16:31:56,719] User_01_Register - Step 05: Input valid Password Textbox
[INFO ] [2022-03-03 16:31:56,954] User_01_Register - Step 06: Input valid ConfirmPassword Textbox
[INFO ] [2022-03-03 16:31:57,302] User_01_Register - Step 07: Click RegisterButton
[INFO ] [2022-03-03 16:31:58,696] User_01_Register - Step 08: Verify Register Success
[INFO ] [2022-03-03 16:31:58,844]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-03 16:31:58,844] User_01_Register - Step 09: Click Log out
[INFO ] [2022-03-03 16:31:59,818] User_01_Register - Step 10: Open Login Page
[INFO ] [2022-03-03 16:32:00,657] User_01_Register - Step 11: Input Email
[INFO ] [2022-03-03 16:32:00,888] User_01_Register - Step 12: Input Password
[INFO ] [2022-03-03 16:32:01,102] User_01_Register - Step 13: Click Login button
[INFO ] [2022-03-03 16:32:02,389] User_01_Register - Step 14: Vefify Login Success
[INFO ] [2022-03-03 16:32:02,507]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-03 16:32:02,507] User_01_Register - Step 15: Open MyAccount Page
[INFO ] [2022-03-03 16:32:03,172] User_01_Register - Step 16: Verify CustomerInfor Displayed
[INFO ] [2022-03-03 16:32:03,462]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-03-03 16:32:03,470] User_02_Register - Step 01: Open Address Page
[INFO ] [2022-03-03 16:32:04,717] User_01_Register - Step 01: Open register page
[INFO ] [2022-03-03 16:32:04,761] User_02_Register - Step 02: Open MyProductReview Page
[INFO ] [2022-03-03 16:32:06,017] User_01_Register - Step 02: Input firstName Textbox
[INFO ] [2022-03-03 16:32:06,221] User_01_Register - Step 03: Input lastName Textbox
[INFO ] [2022-03-03 16:32:06,327] User_01_Register - Step 04: Input Email Textboxfc2129727007@gmail.com
[INFO ] [2022-03-03 16:32:06,498] User_01_Register - Step 05: Input valid Password Textbox
[INFO ] [2022-03-03 16:32:06,531] User_02_Register - Step 03: Open RewardPoint Page
[INFO ] [2022-03-03 16:32:06,587] User_01_Register - Step 01: Open register page
[INFO ] [2022-03-03 16:32:06,671] User_01_Register - Step 06: Input valid ConfirmPassword Textbox
[INFO ] [2022-03-03 16:32:06,855] User_01_Register - Step 07: Click RegisterButton
[INFO ] [2022-03-03 16:32:07,396] User_01_Register - Step 02: Input firstName Textbox
[INFO ] [2022-03-03 16:32:07,632] User_01_Register - Step 03: Input lastName Textbox
[INFO ] [2022-03-03 16:32:07,885] User_02_Register - Step 04: Open Address Page
[INFO ] [2022-03-03 16:32:07,961] User_01_Register - Step 04: Input Email Textboxfc-1790382317@gmail.com
[INFO ] [2022-03-03 16:32:07,985] User_01_Register - Step 08: Verify Register Success
[INFO ] [2022-03-03 16:32:08,094]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-03 16:32:08,094] User_01_Register - Step 09: Click Log out
[INFO ] [2022-03-03 16:32:08,288] User_01_Register - Step 05: Input valid Password Textbox
[INFO ] [2022-03-03 16:32:08,567] User_01_Register - Step 06: Input valid ConfirmPassword Textbox
[INFO ] [2022-03-03 16:32:08,754] User_02_Register - Step 05: Open RewardPoint Page
[INFO ] [2022-03-03 16:32:08,961] User_01_Register - Step 07: Click RegisterButton
[INFO ] [2022-03-03 16:32:09,002] User_01_Register - Step 10: Open Login Page
[INFO ] [2022-03-03 16:32:09,618] User_02_Register - Step 06: Open MyProductReview Page
[INFO ] [2022-03-03 16:32:10,235] Post-Condition - Close Browser
[INFO ] [2022-03-03 16:32:10,600] User_01_Register - Step 11: Input Email
[INFO ] [2022-03-03 16:32:10,766] User_01_Register - Step 12: Input Password
[INFO ] [2022-03-03 16:32:11,204] User_01_Register - Step 13: Click Login button
[INFO ] [2022-03-03 16:32:11,402] User_01_Register - Step 08: Verify Register Success
[INFO ] [2022-03-03 16:32:11,479]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-03 16:32:11,480] User_01_Register - Step 09: Click Log out
[INFO ] [2022-03-03 16:32:12,403] User_01_Register - Step 10: Open Login Page
[INFO ] [2022-03-03 16:32:12,416] User_01_Register - Step 14: Vefify Login Success
[INFO ] [2022-03-03 16:32:12,512]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-03 16:32:12,512] User_01_Register - Step 15: Open MyAccount Page
[INFO ] [2022-03-03 16:32:13,270] User_01_Register - Step 11: Input Email
[INFO ] [2022-03-03 16:32:13,441] User_01_Register - Step 12: Input Password
[INFO ] [2022-03-03 16:32:13,486] User_01_Register - Step 16: Verify CustomerInfor Displayed
[INFO ] [2022-03-03 16:32:13,579]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-03-03 16:32:13,582] User_02_Register - Step 01: Open Address Page
[INFO ] [2022-03-03 16:32:13,616] User_01_Register - Step 13: Click Login button
[INFO ] [2022-03-03 16:32:14,954] User_01_Register - Step 14: Vefify Login Success
[INFO ] [2022-03-03 16:32:15,005]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-03 16:32:15,006] User_01_Register - Step 15: Open MyAccount Page
[INFO ] [2022-03-03 16:32:15,166] User_02_Register - Step 02: Open MyProductReview Page
[INFO ] [2022-03-03 16:32:15,660] User_01_Register - Step 16: Verify CustomerInfor Displayed
[INFO ] [2022-03-03 16:32:15,719]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-03-03 16:32:15,723] User_02_Register - Step 01: Open Address Page
[INFO ] [2022-03-03 16:32:15,949] User_02_Register - Step 03: Open RewardPoint Page
[INFO ] [2022-03-03 16:32:16,552] User_02_Register - Step 02: Open MyProductReview Page
[INFO ] [2022-03-03 16:32:16,761] User_02_Register - Step 04: Open Address Page
[INFO ] [2022-03-03 16:32:17,396] User_02_Register - Step 05: Open RewardPoint Page
[INFO ] [2022-03-03 16:32:17,400] User_02_Register - Step 03: Open RewardPoint Page
[INFO ] [2022-03-03 16:32:17,933] User_02_Register - Step 06: Open MyProductReview Page
[INFO ] [2022-03-03 16:32:18,241] User_02_Register - Step 04: Open Address Page
[INFO ] [2022-03-03 16:32:18,493] Post-Condition - Close Browser
[INFO ] [2022-03-03 16:32:18,884] User_02_Register - Step 05: Open RewardPoint Page
[INFO ] [2022-03-03 16:32:19,442] User_02_Register - Step 06: Open MyProductReview Page
[INFO ] [2022-03-03 16:32:20,023] Post-Condition - Close Browser
[INFO ] [2022-03-03 17:50:30,261] User_01_Register - Step 01: Open register page
[INFO ] [2022-03-03 17:50:31,195] User_01_Register - Step 02: Input firstName Textbox
[INFO ] [2022-03-03 17:50:31,397] User_01_Register - Step 03: Input lastName Textbox
[INFO ] [2022-03-03 17:50:31,572] User_01_Register - Step 04: Input Email Textboxfc-1012510173@gmail.com
[INFO ] [2022-03-03 17:50:31,761] User_01_Register - Step 05: Input valid Password Textbox
[INFO ] [2022-03-03 17:50:31,945] User_01_Register - Step 06: Input valid ConfirmPassword Textbox
[INFO ] [2022-03-03 17:50:32,152] User_01_Register - Step 07: Click RegisterButton
[INFO ] [2022-03-03 17:50:33,366] User_01_Register - Step 08: Verify Register Success
[INFO ] [2022-03-03 17:50:33,444]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-03 17:50:33,444] User_01_Register - Step 09: Click Log out
[INFO ] [2022-03-03 17:50:34,472] User_01_Register - Step 10: Open Login Page
[INFO ] [2022-03-03 17:50:35,257] User_01_Register - Step 11: Input Email
[INFO ] [2022-03-03 17:50:35,466] User_01_Register - Step 12: Input Password
[INFO ] [2022-03-03 17:50:35,633] User_01_Register - Step 13: Click Login button
[INFO ] [2022-03-03 17:50:36,589] User_01_Register - Step 14: Vefify Login Success
[INFO ] [2022-03-03 17:50:36,697]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-03 17:50:36,697] User_01_Register - Step 15: Open MyAccount Page
[INFO ] [2022-03-03 17:50:37,438] User_01_Register - Step 16: Verify CustomerInfor Displayed
[INFO ] [2022-03-03 17:50:37,531]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-03-03 17:50:37,537] User_02_Register - Step 01: Open Address Page
[INFO ] [2022-03-03 17:50:38,232] User_02_Register - Step 02: Open MyProductReview Page
[INFO ] [2022-03-03 17:50:38,907] User_02_Register - Step 03: Open RewardPoint Page
[INFO ] [2022-03-03 17:50:39,631] User_02_Register - Step 04: Open Address Page
[INFO ] [2022-03-03 17:50:40,219] User_02_Register - Step 05: Open RewardPoint Page
[INFO ] [2022-03-03 17:50:40,872] User_02_Register - Step 06: Open MyProductReview Page
[INFO ] [2022-03-03 17:50:41,580] Post-Condition - Close Browser
[INFO ] [2022-03-03 17:58:56,650] User_01_Register - Step 01: Open register page
[INFO ] [2022-03-03 17:58:57,456] User_01_Register - Step 02: Input firstName Textbox
[INFO ] [2022-03-03 17:58:57,706] User_01_Register - Step 03: Input lastName Textbox
[INFO ] [2022-03-03 17:58:57,914] User_01_Register - Step 04: Input Email Textboxfc986440135@gmail.com
[INFO ] [2022-03-03 17:58:58,134] User_01_Register - Step 05: Input valid Password Textbox
[INFO ] [2022-03-03 17:58:58,346] User_01_Register - Step 06: Input valid ConfirmPassword Textbox
[INFO ] [2022-03-03 17:58:58,547] User_01_Register - Step 07: Click RegisterButton
[INFO ] [2022-03-03 17:58:59,526] User_01_Register - Step 08: Verify Register Success
[INFO ] [2022-03-03 17:58:59,605]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-03 17:58:59,605] User_01_Register - Step 09: Click Log out
[INFO ] [2022-03-03 17:59:00,446] User_01_Register - Step 10: Open Login Page
[INFO ] [2022-03-03 17:59:01,171] User_01_Register - Step 11: Input Email
[INFO ] [2022-03-03 17:59:01,418] User_01_Register - Step 12: Input Password
[INFO ] [2022-03-03 17:59:01,647] User_01_Register - Step 13: Click Login button
[INFO ] [2022-03-03 17:59:02,626] User_01_Register - Step 14: Vefify Login Success
[INFO ] [2022-03-03 17:59:02,774]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-03 17:59:02,775] User_01_Register - Step 15: Open MyAccount Page
[INFO ] [2022-03-03 17:59:03,479] User_01_Register - Step 16: Verify CustomerInfor Displayed
[INFO ] [2022-03-03 17:59:03,580]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-03-03 17:59:03,589] User_02_Register - Step 01: Open Address Page
[INFO ] [2022-03-03 17:59:04,254] User_02_Register - Step 02: Open MyProductReview Page
[INFO ] [2022-03-03 17:59:04,899] User_02_Register - Step 03: Open RewardPoint Page
[INFO ] [2022-03-03 17:59:05,570] User_02_Register - Step 04: Open Address Page
[INFO ] [2022-03-03 17:59:06,142] User_02_Register - Step 05: Open RewardPoint Page
[INFO ] [2022-03-03 17:59:06,725] User_02_Register - Step 06: Open MyProductReview Page
[INFO ] [2022-03-03 17:59:07,350] Post-Condition - Close Browser
[INFO ] [2022-03-11 15:25:59,426] User_01_Register - Step 01: Open register page
[INFO ] [2022-03-11 15:26:00,554] User_01_Register - Step 02: Input firstName Textbox
[INFO ] [2022-03-11 15:26:00,758] User_01_Register - Step 03: Input lastName Textbox
[INFO ] [2022-03-11 15:26:00,930] User_01_Register - Step 04: Input Email Textboxfc161849908@gmail.com
[INFO ] [2022-03-11 15:26:01,120] User_01_Register - Step 05: Input valid Password Textbox
[INFO ] [2022-03-11 15:26:01,341] User_01_Register - Step 06: Input valid ConfirmPassword Textbox
[INFO ] [2022-03-11 15:26:01,528] User_01_Register - Step 07: Click RegisterButton
[INFO ] [2022-03-11 15:26:02,623] User_01_Register - Step 08: Verify Register Success
[INFO ] [2022-03-11 15:26:02,698]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-11 15:26:02,699] User_01_Register - Step 09: Click Log out
[INFO ] [2022-03-11 15:26:03,592] User_01_Register - Step 10: Open Login Page
[INFO ] [2022-03-11 15:26:04,292] User_01_Register - Step 11: Input Email
[INFO ] [2022-03-11 15:26:04,496] User_01_Register - Step 12: Input Password
[INFO ] [2022-03-11 15:26:04,676] User_01_Register - Step 13: Click Login button
[INFO ] [2022-03-11 15:26:05,735] User_01_Register - Step 14: Vefify Login Success
[INFO ] [2022-03-11 15:26:05,811]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-11 15:26:05,812] User_01_Register - Step 15: Open MyAccount Page
[INFO ] [2022-03-11 15:26:06,549] User_01_Register - Step 16: Verify CustomerInfor Displayed
[INFO ] [2022-03-11 15:26:06,640]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-03-11 15:26:06,818] User_02_Register - Step 01: Open Address Page
[INFO ] [2022-03-11 15:26:07,493] User_02_Register - Step 02: Open MyProductReview Page
[INFO ] [2022-03-11 15:26:08,288] User_02_Register - Step 03: Open RewardPoint Page
[INFO ] [2022-03-11 15:26:09,102] User_02_Register - Step 04: Open Address Page
[INFO ] [2022-03-11 15:26:09,733] User_02_Register - Step 05: Open RewardPoint Page
[INFO ] [2022-03-11 15:26:10,349] User_02_Register - Step 06: Open MyProductReview Page
[INFO ] [2022-03-11 15:26:10,976] Post-Condition - Close Browser
[INFO ] [2022-03-11 15:36:31,455] User_01_Register - Step 01: Open register page
[INFO ] [2022-03-11 15:36:32,216] User_01_Register - Step 02: Input firstName Textbox
[INFO ] [2022-03-11 15:36:32,415] User_01_Register - Step 03: Input lastName Textbox
[INFO ] [2022-03-11 15:36:32,590] User_01_Register - Step 04: Input Email Textboxfc-1646634020@gmail.com
[INFO ] [2022-03-11 15:36:32,778] User_01_Register - Step 05: Input valid Password Textbox
[INFO ] [2022-03-11 15:36:32,963] User_01_Register - Step 06: Input valid ConfirmPassword Textbox
[INFO ] [2022-03-11 15:36:33,143] User_01_Register - Step 07: Click RegisterButton
[INFO ] [2022-03-11 15:36:34,177] User_01_Register - Step 08: Verify Register Success
[INFO ] [2022-03-11 15:36:34,277]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-03-11 15:36:34,277] User_01_Register - Step 09: Click Log out
[INFO ] [2022-03-11 15:36:35,196] User_01_Register - Step 10: Open Login Page
[INFO ] [2022-03-11 15:36:35,991] User_01_Register - Step 11: Input Email
[INFO ] [2022-03-11 15:36:36,250] User_01_Register - Step 12: Input Password
